"","X","AdID","AdText","Clicks","Impressions","Age","CreationDate","Location","Interests","AdSpend","AdSpendCurrency","CreationDateInteger","BinAge","BinAdSpend","BinClicks","BinImpressions"
"1605",1604,1565,"We are fed up with cops who kill innocent Blacks and always remain unpunished. Time to say what WE think about the American justice. Answer ONLY ONE QUESTION in our SURVEY and show what we really think of the American Criminal Justice System. UPD Experts think that cop involved in this murder won't be charged. What do you think?! VOTE: ",1049,9732,41.5,2016-07-08,"United States Minneapolis (+50 mi) Minnesota","unavailable",2000,"RUB",70816,"mid","high","high","high"
"1606",1605,1566,"Breaking! Another man was shot by the police officers! Warning, the video is graphic! This the video of his last minutes! TWO DEATHS IN TWO DAYS. WHAT IS GOING ON?! WHAT ARE WE GOING TO DO ABOUT IT?! Read the full story: ",1195,8140,41.5,2016-07-08,"United States: Minneapolis (+50 mi) Minnesota","unavailable",973.37,"RUB",70816,"mid","high","high","mid"
"1607",1606,1567,"Shocking video of cops shooting an unarmed man who was standing on his knees! On a video, it's clear that he didn't pose any danger and wasn't going to attack cops. It was a cold murder, almost like any another police arrest!",2644,12631,41.5,2016-07-13,"unavailable","unavailable",800,"RUB",71316,"mid","high","high","high"
"1608",1607,1626,"The time has come to understand one simple thing: we the American muslims are as American Support Hillary. Save American Muslims!",112,1469,34.5,2016-07-04,"United States: Washington (+50 mi) District of Columbia","islam",1643.38,"RUB",70416,"low","high","mid","mid"
"1609",1608,1627,"The time has come to understand one simple thing: we the American muslims are as American Support Hillary. Save American Muslims!",0,0,34.5,2016-07-05,"United States: Washington (+50 mi) District of Columbia","islam",0,"unavailable",70516,"low","unavailable","unavailable","unavailable"
"1610",1609,1628,"The time has come to understand one simple thing: we the American muslims are as American Support Hillary. Save American Muslims!",144,3655,34.5,2016-07-05,"United States: Washington (+50 mi) District of Columbia","islam",0,"RUB",70516,"low","unavailable","mid","mid"
"1611",1610,1636,"We can end Islamophobia only by educating people that we are against terrorism tool let them know real Islam and Muslims and peaceful we are...",551,3578,31.5,2016-07-21,"United States","islam",851.71,"RUB",72116,"low","high","mid","mid"
"1612",1611,1648,"We Muslims of the United States are subject to Islamophobia from the media where regularly STOP SCAPEGOATING MUSLIMS!",0,0,34.5,2016-07-04,"United States: Washington (+50 mi) District of Columbia","islam",0,"unavailable",70416,"low","unavailable","unavailable","unavailable"
"1613",1612,1649,"We Muslims of the United States are subject to Islamophobia from the media where regularly STOP SCAPEGOATING MUSLIMS!",0,0,34.5,2016-07-05,"United States: Washington (+50 mi) District of Columbia","islam",0,"unavailable",70516,"low","unavailable","unavailable","unavailable"
"1614",1613,1688,"Yesterday and the day before yesterday and many days before that, we had to witness horrible crimes committed by the police against Black men. The killing of Al Never Forget Never July 16th, 1 pm. Washington Square Park, NYC Blackluive",646,26919,41.5,2016-07-14,"United States: New York","black",2613.09,"RUB",71416,"mid","high","mid","high"
"1615",1614,1702,"Pulls out a rock and throws it at the cop to try and capture the Pokemon. Gets arrested",2549,9900,27,2016-07-13,"Living In: United States","entertainment",500,"RUB",71316,"low","high","high","high"
"1616",1615,1717,"Evolve pidgey and he's pretty good",1705,10896,27,2016-07-20,"Living In: United States","entertainment",700,"RUB",72016,"low","high","high","high"
"1617",1616,1718,"Pikacaranycar",1261,4942,27,2016-07-15,"Living In: United States","entertainment",245.09,"RUB",71516,"low","mid","high","mid"
"1618",1617,1719,"This has been featured like 3 times now",1963,7751,27,2016-07-13,"Living In: United States","entertainment",400,"RUB",71316,"low","mid","high","mid"
"1619",1618,1759,"When you trying to catch Lugia",1184,6222,27,2016-07-20,"United States","entertainment",400,"RUB",72016,"low","mid","high","mid"
"1620",1619,1761,"You're adopted",5871,19996,27,2016-07-12,"Living In: United States","entertainment",800,"RUB",71216,"low","high","high","high"
"1621",1620,1764,"He better find the patient",0,0,27,2016-07-12,"Living In: United States","entertainment",0,"unavailable",71216,"low","unavailable","unavailable","unavailable"
"1622",1621,1786,"I can confirm this. If they do not do so they shall be robbed of there Pokemon and kicked from the car",1419,8780,27,2016-07-15,"Living In: United States","entertainment",487.22,"RUB",71516,"low","high","high","high"
"1623",1622,1797,"Congrats you're on FakeTaxi",2370,8429,27,2016-07-21,"Living In: United States","entertainment",500,"RUB",72116,"low","high","high","mid"
"1624",1623,1798,"I crack myself up",1588,7921,27,2016-07-20,"United States","entertainment",700,"RUB",72016,"low","high","high","mid"
"1625",1624,1805,"My girl",0,0,27,2016-07-12,"Living In: United States","entertainment",0,"unavailable",71216,"low","unavailable","unavailable","unavailable"
"1626",1625,1810,"Savage",4614,17942,27,2016-07-15,"Living In: United States","entertainment",583.14,"RUB",71516,"low","high","high","high"
"1627",1626,1813,"Cookie Monster and Hillary must be opposites",0,0,27,2016-07-12,"Living In: United States","entertainment",0,"unavailable",71216,"low","unavailable","unavailable","unavailable"
"1628",1627,1817,"Welcome to the city of memes - Memopolis.",420,7857,29,2016-07-20,"United States","entertainment",2200,"RUB",72016,"low","high","mid","mid"
"1629",1628,1827,"Or they are summoning mew",2382,10633,27,2016-07-14,"Living In: United States","entertainment",500,"RUB",71416,"low","high","high","high"
"1630",1629,1828,"My life should be in the middle",1999,11140,27,2016-07-12,"Living In: United States","entertainment",600,"RUB",71216,"low","high","high","high"
"1631",1630,1833,"Oh sweetheart no uh uh",0,0,27,2016-07-12,"Living In: United States","entertainment",0,"unavailable",71216,"low","unavailable","unavailable","unavailable"
"1632",1631,1903,"Remember, islamophobia is a help to the world terrorism! This is the  community which unites all the muslims who live in the US. We all are  children of the Middle East. It's time to unite! @muslim Voice· Muslim Inst",429,15690,39,2016-07-15,"Living In: United States: Washington (+40 km) District of Columbia","islam",3364.09,"RUB",71516,"low","high","mid","high"
"1633",1632,1934,"Join our AmericaAgainstHillary flashmob! Make a sign with your state - make Clinton see that we DON'T WANT her! Follow instotus for participation. This is a community for everyone whose heart is with America. Don't be a stranger, be a patriot! Follow us! Instagram Of The United Instotus",150,15738,41.5,2016-07-20,"Living In: United States","right wing",3385.27,"RUB",72016,"mid","high","mid","high"
"1634",1633,2412,"They just blame everybody for laziness and responses to cruelty. We just protect our freedom and act for everybody's rights",127,1067,41.5,2016-07-14,"United States","left wing",500,"RUB",71416,"mid","high","mid","mid"
"1635",1634,2413,"Clear that every presidential candidate must take the position in favor of the working men and women maintaining such fundamental DOMESTIC questions as the healthcare system, pension reform and the protection of labor rights.",144,1003,41.5,2016-07-14,"United States","left wing",500,"RUB",71416,"mid","high","mid","low"
"1636",1635,2417,"UC Davis paid $175,000 or more to scrub police pepper spray incident from web searches  75000-to-scr. htm I",0,0,41.5,2016-07-14,"United States","left wing",0,"unavailable",71416,"mid","unavailable","unavailable","unavailable"
"1637",1636,2419,"What future do you want for your children? Government should focus additional funds on existing public schools, raising teacher salaries and reducing class size!",187,1920,41.5,2016-07-21,"United States","left wing",500,"RUB",72116,"mid","high","mid","mid"
"1638",1637,2421,"""If you ask me about the Clinton Foundation, do I have a problem when a sitting secretary of state and a foundation run by her husband collects many millions of dollars from foreign governments, many governments which are dictatorships... yeah, I do,"" Sanders said in an interview with Jake Tapper on CNN. So, Bernie has the point. I appreciate the way he maintains his independent opinion in spite of all the pressure that is on him as the ""second Democratic option"". Because that is a fact. The Clinton Foundation is nothing more than an ""organized crime"" at it's finest, in which we are investing our taxpayers' money! Hillary has no problem in accepting foreign money from the countries, like Saudi Arabia. Hillary has no remorse about taking money from countries that abuse the rights of women, while she has always had her own alleged feminist stance. She does not refrain from receiving money from the countries that prosecute, torture and execute LGBT on the legal basis, although Hillary has always been a ""defender"" of the minorities. So, why are so many people going to vote for her? That's a secret for me. What's your opinion on that point?",0,0,41.5,2016-07-14,"United States","left wing",0,"unavailable",71416,"mid","unavailable","unavailable","unavailable"
